"UnitCode","UnitName","Faculty","CreditPoints","EFTSL","Preqs","Proh","SCABand","Sypnosis",,,,,,,,,
"AZA3550","Climatology","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)']]]",6,0.125,"Twelve credit points of second-year Arts units.","AZA2550, ATS2550, ATS3550",2,"The unit is linked to the subject of climatology which is the science that seeks to describe and explain the nature of climate, why it differs from place to place, and how it relates to other elements of the natural environment and to human activities.",,,,,,,,
"AZA3629","Beliefs, religion and spirituality: A global perspective","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)']]]",6,0.125,,"AZA2629, ATS2629, ATS3629",1,"Secularism is under threat and this is the result of a significant resurgence of interest in religion? The unit examines different aspects of religiosity that are influencing peoples response to a globalising world. This includes the rise of fundamentalist streams in the world religions, e.g. Christianity, Islam and Hinduism, the proliferation of  movements supporting local religious traditions, and the emergence of post-modern forms of religion such as New Age and eco-spirituality. These belief systems are used to examine contemporary life experiences. They are also concerned about global injustices and propose alternative approaches to the prevalent ethos of materialism and greed.",,,,,,,,
"AZA3640","Philosophy of war and global conflict","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)']]]",6,0.125,,"AZA2640, ATS2640, ATS3640",1,"The unit adopts a global perspective but looks at issues through a South African and African lens. We examine questions such as: When, if ever, is warfare justified? What about humanitarian intervention? What about violent revolution and terrorism? Why should civilians be protected in conflict? These issues are linked to the situation in Africa, with particular reference to some of the vexing dilemmas encountered within this context, such as terrorism, dictatorships and civil war. This unit will introduce students to theoretical approaches to the ethics of conflict that will allow them to answer these difficult questions. It will also serve to introduce students to basic ideas in moral and political philosophy. No background in philosophy is required: merely an interest in rational argument applied to global conflict.",,,,,,,,
"AZA3641","Diplomacy in contemporary international relations","Faculty of Arts","[[['South Africa'], ['Second semester 2017 (Day)']]]",6,0.125,,"ATS2641, ATS3641, AZA2641",1,"Basic understandings of diplomacy in international relations are developed: what diplomacy is, what it entails (structure, process, agenda), what some of the complexities, anomalies and challenges are. Follows the historical trajectory of diplomacy in international relations and deliberates upon what are seen as key historical junctures. Seeks to link the relevance of diplomacy to current international issues, events, relations, and nuances. The course is theoretically grounded and practically useful. Relevance is tied directly to contemporary examples and case studies.",,,,,,,,
"AZA3643","Africa in the modern world","Faculty of Arts","[[['South Africa'], ['Summer semester B (starts January) 2017 (Day)']]]",6,0.125,,"ATS2643, ATS3643, AZA2643",1,"In March 2004 the African Parliament was formally constituted - the first such pan continental parliament to be so formed. The path from colonies to independent states seeking to control their own destinies within the modern post-World War 2 international context has been a long and challenging one.  Tracing developments from colonial regimes through the first independent states to the modern African states, we will see how men and women, political and economic elites, peasants and workers, religious and cultural leaders endeavoured to create new forms of meaning and power.  Central themes concern the characteristics of African states, relationships between states, political parties and a growing civil society, developmental paths and the relationships between African states, their subjects and citizens and the complex cross-currents of wider international worlds from 1945 into the current period of globalization.",,,,,,,,
"AZA3644","South Africa: Democracy and development","Faculty of Arts","[[['South Africa'], ['Second semester 2017 (Day)']]]",6,0.125,"Twelve credit points of second-year Arts units.","ATS2644, ATS3644, AZA2644",1,"The unit is a survey course on the history and politics of South Africa's long transition from colonial capitalist development through the period of the Apartheid regime to constitutional democracy. The challenges faced by the new state and society to achieve the dual but complex tasks of deepening mass-based legitimate participatory democracy and securing sustainable development for all citizens are placed within an international context, comparing South Africa's modern history to that of other new and democratising states and raising up scholarly debates over these essential challenges confronting all new states.",,,,,,,,
"AZA3688","Foreign policy: Introduction","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)']]]",6,0.125,"Twelve credit points of second-year Arts units.","AZA2688, ATS2688, ATS3688",1,"The unit provides an introduction to foreign policy or the behaviour of a state towards other states. The unit will help you understand how central governments of sovereign states relate to each other and to the global system in order to achieve various goals or objectives. The unit will achieve this by first providing a broad overview of the foundational international relations (IR) and theoretical approaches to foreign policy analysis. This includes studying various IR topics such as war, economics, intergovernmental organisations and diplomacy. Secondly, this unit examines historical and contemporary case studies of the foreign policies of major powers from Africa, Asia, Europe, the Middle-East and North America, with an emphasis on American and South African foreign policy. Through these case studies, one will become familiar with the process of foreign policy making, grand strategies; and status quo and revisionist powers, amongst other topics.",,,,,,,,
"AZA3703","The global politics of arms control and disarmament","Faculty of Arts","[]",6,0.125,"Twelve credit points of second-year Arts units.","AZA2703, ATS2703, ATS3703",1,"This unit examines policies that have been developed to facilitate the emergence of a less militarised form of world politics. Three themes are addressed. First - general issues involved in efforts to manage and stop the arms race are introduced. Second - attempts to restrain the proliferation of nuclear, chemical, biological weapons of mass destruction and conventional weapons are outlined analysed. The role of South Africa as a world leader in nuclear non-proliferation efforts will be highlighted, as well as the position of Africa in the global nuclear regime. Third - the prospects for various degrees of demilitarisation are discussed in the light of contemporary developments in world politics. Here, specific emphasis will be placed on the challenges of disarmament in Africa.",,,,,,,,
"AZA3717","Medical sociology","Faculty of Arts","[[['South Africa'], ['Second semester 2017 (Day)']]]",6,0.125,,"AZA2717, ATS2717, ATS3717",1,"Medical sociology examines social aspects of medicine. The unit features health from an African perspective. Students will gain an understanding of professional knowledge and the power associated with that knowledge and the way it is exercised.  Areas examined will include risk assessment and management; public and private health and health promotion; HIV/AIDS and sexual health and the influence of the media and the internet on health related matters. The unit will embed these learning objectives in the African context introducing students to African interpretations of health, illness and medicine. The unit will appeal to students wanting to engage with social perspectives on health and illness from a globalised and localised perspective.",,,,,,,,
"AZA3720","Sociological perspectives on youth culture and social change","Faculty of Arts","[]",6,0.125,"Twelve credit points of second-year Arts units.","AZA2720, ATS2720, ATS3720",1,"Youth form a distinctive sub culture within a society's broader culture. Its distinctiveness is associated with beliefs, behaviour and identity. This unit critically assesses the social dynamics of youth experience in contemporary society from an African global perspective. Topics covered include: youth sub - cultures, globalisation and consumption, the transition to adulthood, the influence of social media and social change, work and leisure.",,,,,,,,
"AZA3737","South Africa and African social justice","Faculty of Arts","[[['South Africa'], ['Second semester 2017 (Day)']]]",6,0.125,"Twelve credit points of second-year Arts units.","AZA2737, ATS2737, ATS3737",1,"The unit examines sociological matters of social justice in a South African and African context.  Issues that are critically examined include equity, minority rights, democratic government, economic opportunities and human rights. The unit adopts a comparative approach to social justice issues over several political and legal states and examines historical periods and the way in which they approached social justice. Constitutionalism, social and political control, and equity issues  are analysed to demonstrate the disparate definitions of social justice.",,,,,,,,
"AZA3744","School of Social Science workplace internship","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)', 'Summer semester A (starts November) 2017 (Day)', 'Summer semester B (starts January) 2017 (Day)']]]",6,0.125,"Twelve credit points of second-year Arts units.","MON2003, MON3001, AZA3772, AZA3919, ATS3744, AZA3184",1,"This internship unit allows students to merge theory with practice, and to gain first-hand, practical experience in an area in which they may wish to pursue a career after they graduate. It consolidates and extends on the knowledge students have learnt from core units and other units, through experiential learning. The unit develops their understanding of the application of academically obtained knowledge and skills in a workplace environment, and facilitates their acquisition of work-based networks thereby allowing them to be involved in an area of interest. Separate internship programs are drawn up for each student who successfully applies for enrolment in this unit. Selection will be based primarily on academic merit.",,,,,,,,
"AZA3764","Consulting","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)']]]",6,0.125,,"ATS3764",1," The unit explores consulting as a process by which an individual or firm assists a client to achieve a stated outcome in the complex South African markets of corporate communication and public relations. The unit considers a consultant as someone who has expertise in a specific area or areas and offers unbiased opinions and advice for a fee. The opinion or advice is rendered exclusively in the interests of the client. Activities and practices include the provision of information, assessment, analysis, recommendations and implementation strategies.The scope of the unit is explicitly practical in its orientation.  It addresses the question: How can you turn your knowledge and abilities into a successful career outcome as a consultant in the communication industries?The unit draws on the experience of selected individual professional consultants in South Africa. Students will be expected to formulate and (with assistance) work on their own consulting project. Related topics include client service, communication strategy, and proposals and presentations to clients.",,,,,,,,
"AZA3769","Family functioning and child abuse: The child and youth care worker's role","Faculty of Arts","[[['South Africa'], ['Second semester 2017 (Day)']]]",6,0.125,"Twelve credit points of second-year Arts units.","ATS3769",1,"The student needs to understand his or her role within a multi-disciplinary team working with dysfunctional families.  The students will learn how to evaluate family functioning through the 'Person-in-Environment Classification System' and the Family and Community Functioning Model.  Inadequate family boundaries cause a decrease in the security of children and for social ills such as child abuse to occur.  The student will be oriented to the role of the child care worker in this problem.",,,,,,,,
"AZA3770","Intermediary services in courts: Protecting the rights of the child and youth victim","Faculty of Arts","[[['South Africa'], ['Summer semester B (starts January) 2017 (Day)']]]",6,0.125,"Twelve credit points of second-year Arts units.","ATS3770",1,"Section 170A of Criminal Procedures Act 51 of 1977, provides for the appointment of an intermediary for children in cases of sexual abuse for reasons of youthfulness or emotional vulnerability. In accordance with Government Notice No R.1374 issued 30 July 1993, a Child and Youth Care Worker with the relevant training and experience can be appointed as an intermediary. Since this is an avenue for specialisation, the student has the option to choose this unit to complete their CYD major. It will equip them for acting as an intermediary between the child and the court.",,,,,,,,
"AZA3771","Management of community projects: Working preventatively with children, youth and families","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)']]]",6,0.125,"Twelve credit points of second-year Arts units.","ATS3771",1,"The student needs to be knowledgeable about all four phases of project management; from planning to evaluation. Related skills include marketing, budgeting, decision-making, motivating, mediation, creative thinking, problem-solving and monitoring. Practical strategies will be learned such as Goal Attainment Task Completion Scales and the Delphi and nominal group techniques. The students will receive ample opportunity to work in a team to strengthen their interpersonal skills. Since this is a specialisation field, the student will have the option to choose this unit to complete the major.",,,,,,,,
"AZA3772","Field placements in child and youth care settings","Faculty of Arts","[[['South Africa'], ['Second semester 2017 (Day)']]]",6,0.125,"AZA2765","ATS3772, AZA3744",1,"The student needs to show an ability to integrate all he or she learned and to apply it into a practice setting.  They must specifically show the ability to keep process notes and referral reports, participate in case discussions and intake interviews, to be open to supervision, show skill in working within a team context, and show comfort in working within a one-on-one case level as well as on a project or developmental level.",,,,,,,,
"AZA3806","Reporting economic and business issues","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)']]]",6,0.125,"Twelve credit points of second-year Arts units.","ATS3806",1,"This unit  undertakes a rigorous exploration of the research and reporting practices for business, industrial and economic reporting.  It  examines key documentary sources, geographical locations, personalities and institutions, and contemporary issues in this field particularly as they apply to South Africa and Africa. It places contemporary  issues in their  broader historical and geographical contexts, while critically  analysing the professional and social implications of reporting in this specialized field.  Access to certain technology/equipment will be required for this unit.",,,,,,,,
"AZA3808","Investigative journalism in the South African and African context","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)']]]",6,0.125,"Twelve credit points of second-year Arts units.","ATS3808",1,"The unit offers students the opportunity to undertake an in depth study and learn about the research and reporting practices required for thorough and detailed investigative reporting. It explores primary documentary and database sources and uses contemporary case studies, key institutions, and legal frameworks to better understand key elements of investigative reporting in the South African and African contexts. It places present day events and practices in broader historical and geographical contexts, and critically examines the professional and social implications and accountabilities of investigative reporting in this specialized field of journalism.",,,,,,,,
"AZA3810","Reporting sport and sport cultures","Faculty of Arts","[[['South Africa'], ['Second semester 2017 (Day)']]]",6,0.125,"Twelve credit points of second-year Arts units.","ATS3810",1,"The unit examines, analyses and evaluates the literature and reporting practices as they relate to the reporting of sport and sport cultures. It canvasses major documentary and database sources, contemporary cultural issues, case studies, sports personalities and institutions across a range of major sports in the South African and African context. The unit explores the use of various technologies in contemporary reporting practices, and critically considers the professional and social implications of sports reporting. Access to certain technology/equipment will be required for this unit.",,,,,,,,
"AZA3869","Political philosophy and justice","Faculty of Arts","[[['South Africa'], ['Second semester 2017 (Day)']]]",6,0.125,,"AZA2869, ATS2869, ATS3869",1,"The unit introduces some central debates in contemporary political theory. The unit adopts a global perspective but looks at issues through a South African and African lens. The first third of the unit examines some essential recent work on the liberal conception of justice and equality. The second part of the unit looks at socialist, feminist and communitarian critiques of liberalism. The final third of the unit is concerned with the foundations and limits of religious toleration and individual freedom in a multicultural society. These topics are linked to society in South Africa and Africa in general, with particular reference to some of the political problems and dilemmas encountered within this context.",,,,,,,,
"AZA3871","Environmentalism: A philosophical perspective","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)']]]",6,0.125,"Twelve credit points of second-year Arts units.","AZA2871, ATS2871, ATS3871",1,"Ethical issues which are raised by the environmental crisis stretch the traditional philosophical concepts, to breaking point. This has led to calls for a completely new ethic based on environmental values and a non-anthropocentric world view.  The unit adopts a global perspective but looks at issues through a South African and African lens. We examine issues such as: animal rights, the intrinsic value of nature and eco-centric notions of value. Various ethical dilemmas which arise in relation to our treatment of animals and the environment, the value of wilderness, population growth and the ethical responsibilities that come with globalization will be discussed. These issues are linked to the situation regarding the environment in South Africa and Africa in general, with particular reference to some of the problems encountered within this context.",,,,,,,,
"AZA3919","Professional placement in Journalism: South Africa","Faculty of Arts","[[['South Africa'], ['Second semester 2017 (Day)', 'Summer semester A (starts November) 2017 (Day)']]]",6,0.125,"Twelve credit points of second-year Arts units.","AZA3744, ATS3919",1,"In this unit, students have the opportunity to obtain a greater practice-based understanding of print, audio, visual or on-line media. Students have to apply to the unit coordinator for enrolment in this unit. The unit coordinator will discuss and negotiate placement opportunities. Students are required to produce self-authored work for publication/broadcast and to write a reflective report on the process and tangible outcomes of the placement experience.",,,,,,,,
"AZA4010","Selected topics in philosophy","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)']]]",12,0.25,"BSocSci or similar degree at another institution, with specialization/major in Philosophy.",,1,"This unit aims to integrate current philosophical theories, research methods and specific research topics for philosophy students, aimed at developing both critical and analytical skills in their research areas of interest. The unit will concentrate on current debates in philosophy and students will examine a variety of topics in line with their research focus which may include critical theory, postcolonialism, modernism and postmodernism, feminism, Continental philosophy, African philosophy and analytic philosophy. Students will be active learners through the presentation of seminars and will lead discussions and provide written review of topics that are related to their specific interests. The course delivery will incorporate all lecturers in philosophy, who will concentrate on their areas of expertise and interest.",,,,,,,,
"AZA4020","Selected topics in journalism","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)']]]",12,0.25,"BSocSci or similar degree at another institution, with specialization/major in Journalism",,1,"The unit aims to integrate current theories, research methods and specific research topics for journalism students, aimed at developing both critical and analytical skills in their research areas of interest. The unit will concentrate on current debates in journalism and students will examine a variety of topics in line with their research focus which may include social media, digital journalism, journalism and the law, photojournalism in the digital age, the future of feature writing, citizen journalism, political journalism and economic journalism. Students will be active learners through the presentation of seminars and will lead discussions and provide written review of topics that are related to their specific interests. The course delivery will incorporate all lecturers in journalism, who will concentrate on their areas of expertise and interest.",,,,,,,,
"AZA4110","Sociology selected topics","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)']]]",12,0.25,,,1,"The unit aims to integrate sociological theories, research methods, and specific research topics for students to develop both critical and analytical skills in their research areas of interest. The unit will concentrate on special or current debates in specific sociology areas and students will examine a variety of topics in line with their research focus which may include social class and social justice; gender, power, and inequality; the social dimension of health and illness; youth and youth culture; the sociology of communication and the media; youth, media and social processes; social justice. Students will be active learners through the presentation of seminars and will lead discussions and provide written review of topics that are related to their specific interests. The course delivery will incorporate all lecturers in sociology who will concentrate on their areas of expertise and interest.",,,,,,,,
"AZA4310","Child and youth care policy and leadership: Advocating for the rights of children and youth","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)']]]",12,0.25,,,1,"The United Nations Convention on the Rights of the Child (UNCRC) rests on four pillars: survival rights, development rights, protection rights and participation rights. These pillars are used in this unit as they provide an appropriate policy and legislative framework for children and youth at risk and articulate the notion of children's rights. Inter-sectoral integration, the establishment of minimum standards of care, adjustments to legislation and programmatic responses are incorporated in this movement. Students will gain an understanding of the impact legislation has in the child rights' area locally and abroad through the application of case studies. The unit will cover the process of policy development and evaluation and will explore the skills related to the managerial responsibility of supervision. The aim of the unit is to prepare the child and youth care worker for the more strategic macro level responsibility of ensuring that services to children and youth are aligned with policy and legislation through procedural knowledge and supervision skills.",,,,,,,,
"AZA4420","Adult psychopathology","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)']]]",6,0.125,,,1,"The unit aims to increase students' understanding of abnormal behaviour through the study of psychological disorders described in the Diagnostic Statistical Manual of Mental Disorders Text Revised (DSMP-IV-TR). Students will be exposed to the major clusters of psychological disorders so that they will be able to recognize the core symptoms of psychological disorders and understand the aetiological factors involved. Through student presentation and class discussion, students will be introduced to a number of current topics and contrasting theories.",,,,,,,,
"AZA4430","Counselling","Faculty of Arts","[[['South Africa'], ['Second semester 2017 (Day)']]]",6,0.125,,,1,"The unit aims to increase students' understanding of the various psychological theories that inform the practice of psychology and the modalities of psychotherapeutic intervention. Through student presentation and class discussion, students will be introduced to a number of current topics, contrasting counselling theories and their relevant evidence base.",,,,,,,,
"AZA4440","Psychology research project","Faculty of Arts","[[['South Africa'], ['Full year 2017 (Day)']]]",24,0.5,,,1,"The aim of the unit is to enhance students' research competencies and to promote an in-depth understanding of a particular area of interest. By incorporating three distinct but interdependent modules: Research Design and Analysis (RDA); Research Ethics and Research Project, this unit will promote an integrated approach to advancing students' research competencies.",,,,,,,,
"AZA4445","Social issues in psychology","Faculty of Arts","[[['South Africa'], ['Second semester 2017 (Day)']]]",6,0.125,,,1,"The unit aims to increase students understanding of the issues of poverty, racism, sexism, violence and HIV/AIDS among others and psychology's role in their amelioration. Through student presentations and class discussion, students will be introduced to a number of current topics, contrasting theories and the contributions of psychology in Southern Africa, historically and currently.",,,,,,,,
"AZA4450","Researching for social sciences and humanities","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']]]",12,0.25,,"ATS4450",1,"The goal of this interdisciplinary research methodology unit is to provide students with a broad introduction to research in the Social Sciences and Humanities. Students will develop the skills required to conduct an independent research project and present their findings in the required form. Topics to be covered include research planning, design and execution, theoretical framework, argumentation, research methods, research ethics, data collection and analysis, and discourse and textual analysis. Discipline specific aspects of research will be covered in 3 weeks (out of the 12 weeks/semester).",,,,,,,,
"AZA4480","Psychological testing and assessment","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)']]]",6,0.125,,,1," The unit aims to expand students' conceptual understanding of the principles and methods of psychological assessment. This includes the notions of reliability and validity and contemporary methods used to evaluate psychometric properties of instruments. Instruments for assessing abilities and personality in various contexts, e.g., clinical, counselling, neuropsychological, educational and organizational will be reviewed and core practical skills in implementing these instruments and interpreting results will be acquired.Psychological testing and assessment in a multicultural and multilingual societal context will be a core theme which will be addressed with reference to the global and the South African context. Themes of cultural sensitivity, fairness and bias will form an integral part of the academic discourse. Competencies in interpreting and reporting psychological assessment results and report writing skills will be developed through practical assignments and case studies. An integrated approach to assessment, incorporating psychometric and qualitative measures and techniques will fall into the focus of the seminars and lectures.Ethical principles, procedures and considerations in the implementation of psychological assessment and use of results will be analysed and debated against the backdrop of the historical heritage and contemporary advancements in the ethical regulations of the psychology profession in South Africa and other developing and developed countries.",,,,,,,,
"AZA4721","Communication and media practice applied","Faculty of Arts","[[['South Africa'], ['Second semester 2017 (Day)']]]",12,0.25,,"ATS4721",1,"The unit provides students with advanced skills in seminar presentation and industry liaison. Students will identify a particular area of specialisation within the communication industry in South Africa and develop networks and links with practitioners. Students will complete and present two papers in seminar format, and will participate in the organisation of guest lecturers and visits to South African industries.",,,,,,,,
"AZA4743","Theoretical perspectives of conflict, crime, victimisation and criminal justice","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)']]]",12,0.25,,"ATS4743",1,"Theoretical perspectives are presented as conceptual frameworks, for instance, causal explanations to identify cause and effect relationships between crime and victimisation phenomena, structural, process and systemic perspectives to emphasise the manner in which the phenomena are interrelated and constitute a whole, system or sub-system, and interpretive approaches to focus on the meaning attributed to particular contexts. Analyses of theoretical perspectives, including a postmodern orientation, refer also the scope and level of a theory to construct different levels of social reality. Finally, the theoretical grounding of research is discussed and evaluated.",,,,,,,,
"AZA4778","Social science honours dissertation A","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']]]",12,0.25,,"ATS4778, AZA4311, AZA4740",1,"Under the guidance of an allocated supervisor, students will complete a research proposal. The research proposal will be compiled on an approved topic related to the student's chosen area of specialization. Students will meet with their supervisor on a regular basis and will be required to submit bi-monthly reports on proposal related writing assignments.",,,,,,,,
"AZA4779","Social science honours dissertation B","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']]]",12,0.25,,"ATS4779, AZA4312, AZA4741",1,"Under the guidance of an allocated supervisor, students will complete a research dissertation. The research dissertation will be based on the approved proposal done in the first semester.. Students will meet with their supervisor on a regular basis and will be required to submit bi-monthly reports on dissertation related writing assignments.",,,,,,,,
"AZA4810","The globalisation of civil and human rights","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)']]]",12,0.25,,"ATS4810",1,"The unit explores  the emerging international framework for civil and human rights since 1945. The relationship between universal notions of justice and differences of gender, culture and belief, and potential differences between local and global understandings of 'rights' are looked at through an African lens. Specific issues  such as women's rights, freedom of speech, capital punishment, economic justice,  unfair trade, poverty, and migration are discussed within the framework of African-specific case studies. In addition, the unit examines the development of global movements and organisations, new technologies and tactics of protest and the formation of virtual communities of activism.",,,,,,,,
"AZA4889","Advanced concepts in geography and environmental science","Faculty of Arts","[[['South Africa'], ['First semester 2017 (Day)', 'Second semester 2017 (Day)']]]",12,0.25,,"ATS4889",1,"The unit will explore critical thought and theory in a specific field of geography and environmental science as identified by the students' supervisor in consultation with the student.  It allows student to become immersed in a body of literature that is related to their emerging research interest.  The coordinator of the unit guides the student along this process by facilitating seminars attended by all students taking this unit.  Students will be guided in reading for research and identifying key thinkers and theories in their chosen topic.",,,,,,,,
"CDS1001","Communication Design Studio 1A","Faculty of Arts, Design and Architecture",12,0.25,"Admission to Bachelor of Communication Design","DIS1103, DGN1001, VCO1104",1,"This unit explores the multi-disciplinary nature of communication design by introducing and applying the basic elements and principles of two and three-dimensional design. Students develop a repertoire of knowledge through the exploration of creative problem solving methodologies and manipulation of design elements. Communication design is presented as a creative, analytical and synthesising process with social, cultural and artistic implications. Set projects encourage experimentation and skill development with materials and technology via drawing, image making and various digital imaging software options.",,,,,,,,,
"CDS1002","Communication Design Studio 1B","Faculty of Arts, Design and Architecture",12,0.25,"CDS1001, OHS1000","VCO1104, MMD1302",1,"This unit introduces communication design processes relative to the fundamental principles of typography, image, layout manipulation and time-based design. An understanding of how communication design enhances the human experience is initiated in this unit through observation, critical enquiry, interpretation and the creation of visual and interactive forms. Students will utilise typography both as a communicative and expressive tool. Historical and contemporary examples of visual communication, typography and time-based media will be examined, analysed and discussed, providing the opportunity for students to appreciate and develop skills in typography, page layout, motion graphics and digital media design.",,,,,,,,,
"CDS1511","Photographic art direction","Faculty of Arts, Design and Architecture",6,0.125,"CDS1001",,1," Photographic Art Direction will develop students' skills in their ability to manipulate and control photographic imagery via a sound understanding of digital camera technology, its associated software and studio lighting. It will build upon the foundation knowledge of photography gained as part of CDS1001.This unit will expose students to the processes involved in the documentation of their own work, product photography, and other situations that require a sound knowledge of the photographic experience and how best to creatively negotiate its outcome. Students will become adept at being able to intuitively and creatively direct the narrative of a photograph through a competent use of language, composition, timing, light, props and camera technology.Students will explore the potential of the camera in both studio and outdoor settings, and begin to understand the scope of creative possibilities and challenges each circumstance offers. They will be exposed to the work of leading exponents of the practice, both contemporary and historic. This unit will be of particular interest to students wishing to document folio content as well as those wanting to pursue a design career in advertising and marketing.",,,,,,,,,
"CDS1531","Illustration for narrative","Faculty of Arts, Design and Architecture",6,0.125,"Must be enrolled in a Monash Art Design and Architecture degree or by permission",,1,"Illustration for Narrative explores the role of illustration and related image-making within a contemporary visual communication landscape. It intends to address the diverse media through which image-making can communicate ideas and narrate scenarios through both still and moving image. Contemporary image-makers need to know how to harness the potential of story-telling through various mediaexposure to, and experience with, the diverse processes available in essential to this end. Particular emphasis will be placed on the visual interpretation of words and stories, extracting the essence of their narrative content through visual means. These 'stories' may be provided or authored by the students themselves.",,,,,,,,,
"CDS2001","Communication Design Studio 2A","Faculty of Arts, Design and Architecture",12,0.25,"CDS1001, CDS1002, OHS1000","VCO2003, VCO2004, VCO2409, MMD2303, MMD2304, MMD2306",1," Communication Design Studio 2A will elaborate on the practical and conceptual skills developed in CDS1001 and CDS1002. Students will be exposed to a broad range of creative communication processes from print to digital media, and will be able to identify the appropriate context(s) to which they would be applied independently and in conjunction with one another.Students will explore a range of media elements including typography, image, layout, three-dimensional form, sound and motion as core components to their communication design solutions. Studio-based projects across both print and digital media platforms will develop skills in narrative structure, typography, image construction and manipulation, production methods and technologies, and the planning and management of design outcomes.Students will be encouraged to approach all projects with an open attitude to experimentation and critical enquiry. Studies in this unit will help students develop an understanding of the vital space communication designers occupy in developing and contributing to the language of contemporary visual culture, alongside the social responsibilities inherently associated with this.",,,,,,,,,
"CDS2002","Communication Design Studio 2B","Faculty of Arts, Design and Architecture",12,0.25,"CDS1001, CDS1002, OHS1000 or IDN1001, IDN1002, OHS1000","VCO2003, VCO2004, VCO2409, MMD2303, MMD2304, MMD2306",1," Communication Design Studio 2B will expose students to a broad range of creative communication processes from print to digital media, and will be able to identify the appropriate context(s) to which they would be applied independently and in conjunction with each other.Students will explore a range of media elements including typography, image, layout, three-dimensional form, interaction design, spatial environments and visualisation as core components to their communication design solutions. Projects across both print and digital media platforms will develop skills in information design, way-finding, interactivity, user experience (experiential design), typography, image construction and manipulation, production methods, collaborative activity, and the planning and management of design outcomes.Students will be encouraged to approach all projects with an open attitude to experimentation and critical enquiry. Studies in this unit will help students develop an understanding of the vital space communication designers occupy in developing and contributing to the language of contemporary visual culture, alongside the social responsibilities inherently associated with this.",,,,,,,,,
"CDS2511","Branding for designers","Faculty of Arts, Design and Architecture",6,0.125,"CDS1001 and CDS1002, OHS1000",,1," A Brand is more than a logo. It's the narrative story of a product or service that makes people feel a certain way towards it. It is a persuasive and highly potent communication vehicle in which communication designers play a pivotal role.This unit intends to develop students' comprehension of the value of branding and the development of brand awareness. Through a process of practical studio exercises and tutorials they will explore the development of a brand from the creation of a name, to the development of a logo or identity, to the building of an emotional cache attached to that mark and its applications. Key branding strategies will be explored, including target market identification, product positioning, and competitor analysis. Students will be encouraged to explore creative brand strategies that engage both established and emerging media. They will comprehend specific language and key terminology associated with the branding process. They will be exposed to leading exponents of branding that are both historic and contemporary and will be able to identify key strategies utilised in the creation of their success.",,,,,,,,,
"CDS2512","Packaging design","Faculty of Arts, Design and Architecture",6,0.125,"CDS1001, CDS1002, OHS1000",,1," Packaging Design is a unit specifically for those who wish to explore the application of communication design processes within the realm of 3-dimensional packaging design.Packaging continues to be a prominent component of our visual landscape and this unit will require its students to critically assess its environmental impact, materiality and purpose through well-considered and appropriate design solutions. Different sector needs will be explored. For example, the specific and heavily legislated needs for medication packaging may be analysed alongside the needs of a simple grocery item.Students will be required to rationalise the environmental impact of each of their project solutions, in terms of materiality, reusability and recyclability. They will also comprehend the value of packaging as both a necessity for some items (sterile medical products, for example), and a persuasive and portable brand vehicle for others (foodstuffs like tea and coffee, for example).Consumer needs including usability and ergonomics will also be an important consideration for students in this unit. Both form and surface graphics will be explored in detail. In addition students will be required to comprehend and apply the legal and production requirements of their packaging design outcomes.",,,,,,,,,
"CDS2521","Creative coding","Faculty of Arts, Design and Architecture",6,0.125,"Completion of 48 credit points in any degree offered by the Faculty of Art Design & Architecture or with permission from Unit Coordinator, OHS1000",,1," Code is the building block of all digital software and content. Once the domain of computer programmers, code is now being used by artists, designers and architects to translate their ideas into new forms of creative expression and communication.This unit will enable students to apply the basic concepts and principles of coding, from concept to implementation, to create these unique forms of expression.Through a process of practical studio exercises and workshops students will explore how code and software development can enable innovative ways of translating concepts into unique visual and auditory form.  Students will be exposed to key terminology and processes of coding and encouraged to explore these processes to create dynamic and unique interactive digital content. An in-depth study of both the historical and contemporary leaders in art, design and architecture who use these processes to generate important cultural artefacts will contextualise the significance of creative coding in these fields.",,,,,,,,,
